"Entry"	"Entry.name"	"Status"	"Protein.names"	"Gene.names"	"Organism"	"Length"
"A0A0D9QZY1"	"A0A0D9QZY1_CHLSB"	"unreviewed"	"Uncharacterized protein"	"TTLL12"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"644"
"A0A0D9QZK7"	"A0A0D9QZK7_CHLSB"	"unreviewed"	"LUC7 like 3 pre-mRNA splicing factor"	"LUC7L3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"472"
"A0A0D9QZA0"	"A0A0D9QZA0_CHLSB"	"unreviewed"	"Cell cycle associated protein 1"	"CAPRIN1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"621"
"A0A0D9QZN0"	"A0A0D9QZN0_CHLSB"	"unreviewed"	"Nucleophosmin/nucleoplasmin 3"	"NPM3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"178"
"A0A0D9QYX5"	"A0A0D9QYX5_CHLSB"	"unreviewed"	"YTH domain containing 1"	"YTHDC1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"728"
"A0A0D9QXZ2"	"A0A0D9QXZ2_CHLSB"	"unreviewed"	"Mitochondrial ribosomal protein L38"	"MRPL38"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"298"
"A0A0D9QZU2"	"A0A0D9QZU2_CHLSB"	"unreviewed"	"Vacuolar protein sorting-associated protein 35"	"VPS35"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"796"
"A0A0D9QYI0"	"A0A0D9QYI0_CHLSB"	"unreviewed"	"Metallothionein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"61"
"A0A0D9QZN3"	"A0A0D9QZN3_CHLSB"	"unreviewed"	"Nucleoside diphosphate kinase (EC 2.7.4.6)"	"NME2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"152"
"A0A0D9QYW2"	"A0A0D9QYW2_CHLSB"	"unreviewed"	"Proliferation-associated 2G4"	"PA2G4"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"396"
"A0A0D9R0A1"	"A0A0D9R0A1_CHLSB"	"unreviewed"	"Keratin 75"	"KRT75"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"551"
"A0A0D9R190"	"A0A0D9R190_CHLSB"	"unreviewed"	"CD2 cytoplasmic tail binding protein 2"	"CD2BP2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"341"
"A0A0D9RV83"	"A0A0D9RV83_CHLSB"	"unreviewed"	"Uncharacterized protein"	"ARF1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"181"
"A0A0D9R038"	"A0A0D9R038_CHLSB"	"unreviewed"	"ER lipid raft associated 1"	"ERLIN1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"348"
"A0A0D9R0W0"	"A0A0D9R0W0_CHLSB"	"unreviewed"	"FACT complex subunit SSRP1"	"SSRP1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"709"
"A0A0D9R0F3"	"A0A0D9R0F3_CHLSB"	"unreviewed"	"ATP-dependent DNA helicase 2 subunit 1"	"XRCC6"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"609"
"A0A0D9R027"	"A0A0D9R027_CHLSB"	"unreviewed"	"RRM domain-containing protein"	"POLDIP3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"421"
"A0A0D9R043"	"A0A0D9R043_CHLSB"	"unreviewed"	"Dynamin-binding protein (Scaffold protein Tuba)"	"DNMBP"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1576"
"A0A0D9R0K9"	"A0A0D9R0K9_CHLSB"	"unreviewed"	"LRRcap domain-containing protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"375"
"A0A0D9QZY9"	"A0A0D9QZY9_CHLSB"	"unreviewed"	"Keratin 76"	"KRT76"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"644"
"A0A0D9R111"	"A0A0D9R111_CHLSB"	"unreviewed"	"Adenylosuccinate lyase"	"ADSL"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"253"
"A0A0D9R0H6"	"A0A0D9R0H6_CHLSB"	"unreviewed"	"Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.-)"	"ACO2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"780"
"A0A0D9R1F0"	"A0A0D9R1F0_CHLSB"	"unreviewed"	"HEAT repeat-containing protein 6"	"HEATR6"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1181"
"A0A0D9R0X0"	"A0A0D9R0X0_CHLSB"	"unreviewed"	"Ankyrin repeat and MYND domain containing 1"	"ANKMY1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"941"
"A0A0D9R1K1"	"A0A0D9R1K1_CHLSB"	"unreviewed"	"Mitogen-activated protein kinase (EC 2.7.11.24)"	"MAPK3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"379"
"A0A0D9R1V0"	"A0A0D9R1V0_CHLSB"	"unreviewed"	"Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8) (eIF3 p110)"	"EIF3C EIF3S8"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"913"
"A0A0D9R1R4"	"A0A0D9R1R4_CHLSB"	"unreviewed"	"Ribosomal protein L24"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"177"
"A0A0D9R199"	"A0A0D9R199_CHLSB"	"unreviewed"	"A-kinase anchoring protein 8"	"AKAP8"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"541"
"A0A0D9R0N5"	"A0A0D9R0N5_CHLSB"	"unreviewed"	"Clathrin heavy chain"	"CLTC"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1495"
"A0A0D9R1G1"	"A0A0D9R1G1_CHLSB"	"unreviewed"	"Tubulin alpha chain"	"TUBA1A"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"451"
"A0A0D9R0U3"	"A0A0D9R0U3_CHLSB"	"unreviewed"	"Olfactory receptor"	"OR5AK2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"309"
"A0A0D9R188"	"A0A0D9R188_CHLSB"	"unreviewed"	"Acetyl-CoA carboxylase 1 (EC 6.4.1.2)"	"ACACA"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"2346"
"A0A0D9R002"	"A0A0D9R002_CHLSB"	"unreviewed"	"Musashi RNA binding protein 2"	"MSI2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"328"
"A0A0D9R0F2"	"A0A0D9R0F2_CHLSB"	"unreviewed"	"High density lipoprotein binding protein"	"HDLBP"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1286"
"A0A0D9R016"	"A0A0D9R016_CHLSB"	"unreviewed"	"Keratin 2"	"KRT2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"641"
"A0A0D9R155"	"A0A0D9R155_CHLSB"	"unreviewed"	"ILK associated serine/threonine phosphatase"	"ILKAP"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"392"
"A0A0D9R0V1"	"A0A0D9R0V1_CHLSB"	"unreviewed"	"Kinesin family member 1A"	"KIF1A"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1808"
"A0A0D9R1Q0"	"A0A0D9R1Q0_CHLSB"	"unreviewed"	"TATA-box binding protein associated factor 15"	"TAF15"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"591"
"A0A0D9R0H0"	"A0A0D9R0H0_CHLSB"	"unreviewed"	"Keratin 7"	"KRT7"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"469"
"A0A0D9R056"	"A0A0D9R056_CHLSB"	"unreviewed"	"Uncharacterized protein"	"CKAP5"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"2032"
"A0A0D9R0Y0"	"A0A0D9R0Y0_CHLSB"	"unreviewed"	"La ribonucleoprotein 4"	"LARP4"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"579"
"A0A0D9R0N8"	"A0A0D9R0N8_CHLSB"	"unreviewed"	"TPR_REGION domain-containing protein"	"ST13"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"369"
"A0A0D9R1G5"	"A0A0D9R1G5_CHLSB"	"unreviewed"	"Tubulin alpha chain"	"TUBA1B"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"451"
"A0A0D9QZY6"	"A0A0D9QZY6_CHLSB"	"unreviewed"	"[Acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39)"	"MCAT"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"390"
"A0A0D9R196"	"A0A0D9R196_CHLSB"	"unreviewed"	"A-kinase anchoring protein 8 like"	"AKAP8L"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"612"
"A0A0D9R014"	"A0A0D9R014_CHLSB"	"unreviewed"	"Serine/arginine-rich splicing factor 1 (Splicing factor, arginine/serine-rich 1)"	"SRSF1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"253"
"A0A0D9R013"	"A0A0D9R013_CHLSB"	"unreviewed"	"Cytokeratin-1 (Keratin, type II cytoskeletal 1) (Keratin-1) (Type-II keratin Kb1)"	"KRT1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"664"
"A0A0D9R022"	"A0A0D9R022_CHLSB"	"unreviewed"	"Keratin 73"	"KRT73"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"523"
"A0A0D9R1H5"	"A0A0D9R1H5_CHLSB"	"unreviewed"	"Fructose-bisphosphate aldolase (EC 4.1.2.13)"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"364"
"A0A0D9R055"	"A0A0D9R055_CHLSB"	"unreviewed"	"Keratin 5"	"KRT5"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"593"
"A0A0D9R1P7"	"A0A0D9R1P7_CHLSB"	"unreviewed"	"RNA helicase (EC 3.6.4.13)"	"DDX23"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"820"
"A0A0D9R082"	"A0A0D9R082_CHLSB"	"unreviewed"	"FUS RNA binding protein"	"FUS"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"532"
"A0A0D9R091"	"A0A0D9R091_CHLSB"	"unreviewed"	"Aspartate aminotransferase (EC 2.6.1.1)"	"GOT1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"413"
"A0A0D9R051"	"A0A0D9R051_CHLSB"	"unreviewed"	"Rho GTPase activating protein 1"	"ARHGAP1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"439"
"A0A0D9R000"	"A0A0D9R000_CHLSB"	"unreviewed"	"A-kinase anchoring protein 1"	"AKAP1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"901"
"A0A0D9R0E2"	"A0A0D9R0E2_CHLSB"	"unreviewed"	"Septin-2"	"SEPTIN2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"361"
"A0A0D9R1Q7"	"A0A0D9R1Q7_CHLSB"	"unreviewed"	"PRP19/PSO4 homolog (EC 2.3.2.27) (Pre-mRNA-processing factor 19) (RING-type E3 ubiquitin transferase PRP19)"	"PRPF19"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"504"
"A0A0D9R1G2"	"A0A0D9R1G2_CHLSB"	"unreviewed"	"Tubulin alpha chain"	"TUBA1C"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"449"
"A0A0D9R0F6"	"A0A0D9R0F6_CHLSB"	"unreviewed"	"Uncharacterized protein"	"CELF1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"513"
"A0A0D9R058"	"A0A0D9R058_CHLSB"	"unreviewed"	"Keratin 6A"	"KRT6A"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"564"
"A0A0D9R246"	"A0A0D9R246_CHLSB"	"unreviewed"	"DNA damage-binding protein 1 (Damage-specific DNA-binding protein 1)"	"DDB1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1140"
"A0A0D9R339"	"A0A0D9R339_CHLSB"	"unreviewed"	"26S proteasome non-ATPase regulatory subunit 1"	"PSMD1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"958"
"A0A0D9R2U6"	"A0A0D9R2U6_CHLSB"	"unreviewed"	"RNA helicase (EC 3.6.4.13)"	"DDX17"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"650"
"A0A0D9R2K6"	"A0A0D9R2K6_CHLSB"	"unreviewed"	"Cytoplasmic FMR1-interacting protein"	"CYFIP1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1253"
"A0A0D9R1V9"	"A0A0D9R1V9_CHLSB"	"unreviewed"	"Ataxin 2 like"	"ATXN2L"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"985"
"A0A0D9R229"	"A0A0D9R229_CHLSB"	"unreviewed"	"DNA dC->dU-editing enzyme APOBEC-3G (EC 3.5.4.-) (Deoxycytidine deaminase)"	"APOBEC3G"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"403"
"A0A0D9R1Y8"	"A0A0D9R1Y8_CHLSB"	"unreviewed"	"GIPC PDZ domain containing family member 1"	"GIPC1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"333"
"A0A0D9R1Z7"	"A0A0D9R1Z7_CHLSB"	"unreviewed"	"RNA helicase (EC 3.6.4.13)"	"DDX39A"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"427"
"A0A0D9R2V4"	"A0A0D9R2V4_CHLSB"	"unreviewed"	"Nucleolin"	"NCL"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"463"
"A0A0D9R2P2"	"A0A0D9R2P2_CHLSB"	"unreviewed"	"Transportin 2"	"TNPO2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"887"
"A0A0D9R3B9"	"A0A0D9R3B9_CHLSB"	"unreviewed"	"N-acetyltransferase domain-containing protein"	"NAA10"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"235"
"A0A0D9REM0"	"A0A0D9REM0_CHLSB"	"unreviewed"	"Small nuclear ribonucleoprotein-associated protein"	"SNRPB"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"231"
"A0A0D9R289"	"A0A0D9R289_CHLSB"	"unreviewed"	"Uncharacterized protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"490"
"A0A0D9R360"	"A0A0D9R360_CHLSB"	"unreviewed"	"LEM domain-containing protein"	"EMD"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"258"
"A0A0D9R2J6"	"A0A0D9R2J6_CHLSB"	"unreviewed"	"AHNAK nucleoprotein"	"AHNAK"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"4337"
"A0A0D9R1W6"	"A0A0D9R1W6_CHLSB"	"unreviewed"	"ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase)"	"PFKM"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"851"
"A0A0D9R2B2"	"A0A0D9R2B2_CHLSB"	"unreviewed"	"Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (Flap structure-specific endonuclease 1)"	"FEN1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"346"
"A0A0D9R381"	"A0A0D9R381_CHLSB"	"unreviewed"	"Twinfilin actin binding protein 1"	"TWF1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"384"
"A0A0D9R238"	"A0A0D9R238_CHLSB"	"unreviewed"	"Apolipoprotein B mRNA editing enzyme catalytic subunit 3F"	"APOBEC3F"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"370"
"A0A0D9R300"	"A0A0D9R300_CHLSB"	"unreviewed"	"Uncharacterized protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"778"
"A0A0D9R1X9"	"A0A0D9R1X9_CHLSB"	"unreviewed"	"DNA ligase (EC 6.5.1.1)"	"LIG3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1009"
"A0A0D9R2H5"	"A0A0D9R2H5_CHLSB"	"unreviewed"	"Calreticulin"	"CALR"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"417"
"A0A0D9R2V7"	"A0A0D9R2V7_CHLSB"	"unreviewed"	"Uncharacterized protein"	"UBXN1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"297"
"A0A0D9R1W1"	"A0A0D9R1W1_CHLSB"	"unreviewed"	"Notchless protein homolog 1"	"NLE1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"487"
"A0A0D9R2S9"	"A0A0D9R2S9_CHLSB"	"unreviewed"	"Enoyl-CoA hydratase, short chain 1"	"ECHS1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"188"
"A0A0D9R392"	"A0A0D9R392_CHLSB"	"unreviewed"	"H(+)-transporting two-sector ATPase (EC 7.1.2.2)"	"ATP6V1A"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"617"
"A0A0D9R2I0"	"A0A0D9R2I0_CHLSB"	"unreviewed"	"Phenylalanine--tRNA ligase (EC 6.1.1.20)"	"FARSA"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"477"
"A0A0D9R2R3"	"A0A0D9R2R3_CHLSB"	"unreviewed"	"DIS3-like exonuclease 2 (EC 3.1.13.-)"	"DIS3L2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"918"
"A0A0D9R1X7"	"A0A0D9R1X7_CHLSB"	"unreviewed"	"Calcium-transporting ATPase (EC 7.2.2.10)"	"ATP2A1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"994"
"A0A0D9R2E5"	"A0A0D9R2E5_CHLSB"	"unreviewed"	"GTP-binding protein 1"	"GTPBP1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"669"
"A0A0D9R230"	"A0A0D9R230_CHLSB"	"unreviewed"	"Zinc finger protein 207"	"ZNF207"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"494"
"A0A0D9R303"	"A0A0D9R303_CHLSB"	"unreviewed"	"PUA domain-containing protein"	"DKC1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"514"
"A0A0D9R1V5"	"A0A0D9R1V5_CHLSB"	"unreviewed"	"Myoferlin"	"MYOF"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"2038"
"A0A0D9R2I6"	"A0A0D9R2I6_CHLSB"	"unreviewed"	"Asparaginase-like protein 1 (EC 3.4.19.5) (EC 3.5.1.1) (Beta-aspartyl-peptidase) (Isoaspartyl dipeptidase) (Isoaspartyl peptidase/L-asparaginase) (Isoaspartyl peptidase/L-asparaginase alpha chain) (Isoaspartyl peptidase/L-asparaginase beta chain) (L-asparagine amidohydrolase)"	"ASRGL1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"308"
"A0A0D9R1W7"	"A0A0D9R1W7_CHLSB"	"unreviewed"	"Elongation factor Tu"	"TUFM"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"455"
"A0A0D9R2D7"	"A0A0D9R2D7_CHLSB"	"unreviewed"	"RRM domain-containing protein"	"RBM33"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1221"
"A0A0D9R291"	"A0A0D9R291_CHLSB"	"unreviewed"	"MI domain-containing protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"843"
"A0A0D9R1Y1"	"A0A0D9R1Y1_CHLSB"	"unreviewed"	"DnaJ heat shock protein family (Hsp40) member B1"	"DNAJB1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"340"
"A0A0D9R2T6"	"A0A0D9R2T6_CHLSB"	"unreviewed"	"Uncharacterized protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"113"
"A0A0D9R3C5"	"A0A0D9R3C5_CHLSB"	"unreviewed"	"Low molecular weight cytosolic acid phosphatase (EC 3.1.3.2) (EC 3.1.3.48) (Low molecular weight phosphotyrosine protein phosphatase)"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"125"
"A0A0D9R272"	"A0A0D9R272_CHLSB"	"unreviewed"	"RRM domain-containing protein"	"CPSF7"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"462"
"A0A0D9R310"	"A0A0D9R310_CHLSB"	"unreviewed"	"Hyaluronan binding protein 4"	"HABP4"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"414"
"A0A0D9R370"	"A0A0D9R370_CHLSB"	"unreviewed"	"Uncharacterized protein"	"FLNA"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"2639"
"A0A0D9R2A7"	"A0A0D9R2A7_CHLSB"	"unreviewed"	"GRB10 interacting GYF protein 2"	"GIGYF2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1232"
"A0A0D9R2G8"	"A0A0D9R2G8_CHLSB"	"unreviewed"	"39S ribosomal protein L59, mitochondrial (Growth arrest and DNA damage-inducible proteins-interacting protein 1)"	"GADD45GIP1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"222"
"A0A0D9R335"	"A0A0D9R335_CHLSB"	"unreviewed"	"Uncharacterized protein"	"NXF1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"619"
"A0A0D9R2M1"	"A0A0D9R2M1_CHLSB"	"unreviewed"	"Gamma-tubulin complex component"	"TUBGCP5"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"877"
"A0A0D9R2K9"	"A0A0D9R2K9_CHLSB"	"unreviewed"	"Elongation factor 1-gamma (eEF-1B gamma)"	"EEF1G"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"437"
"A0A0D9R227"	"A0A0D9R227_CHLSB"	"unreviewed"	"Proteasome 26S subunit, non-ATPase 11"	"PSMD11"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"422"
"A0A0D9R328"	"A0A0D9R328_CHLSB"	"unreviewed"	"Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)"	"G6PD"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"515"
"A0A0D9R498"	"A0A0D9R498_CHLSB"	"unreviewed"	"Transcription initiation factor IIE subunit alpha"	"GTF2E1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"439"
"A0A0D9R3L1"	"A0A0D9R3L1_CHLSB"	"unreviewed"	"Stress induced phosphoprotein 1"	"STIP1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"591"
"A0A0D9R4G5"	"A0A0D9R4G5_CHLSB"	"unreviewed"	"Hsp90 chaperone protein kinase-targeting subunit (Hsp90 co-chaperone Cdc37) (p50Cdc37)"	"CDC37"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"378"
"A0A0D9R4L8"	"A0A0D9R4L8_CHLSB"	"unreviewed"	"Transcription factor A, mitochondrial"	"TFAM"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"248"
"A0A0D9R590"	"A0A0D9R590_CHLSB"	"unreviewed"	"Galectin"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"356"
"A0A0D9R4P5"	"A0A0D9R4P5_CHLSB"	"unreviewed"	"Uncharacterized protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"884"
"A0A0D9R4K7"	"A0A0D9R4K7_CHLSB"	"unreviewed"	"Synaptic functional regulator FMR1"	"FMR1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"611"
"A0A0D9S7B7"	"A0A0D9S7B7_CHLSB"	"unreviewed"	"Uncharacterized protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"293"
"A0A0D9R4I5"	"A0A0D9R4I5_CHLSB"	"unreviewed"	"CCHC-type domain-containing protein"	"SF1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"548"
"A0A0D9R3K0"	"A0A0D9R3K0_CHLSB"	"unreviewed"	"Eukaryotic translation initiation factor 3 subunit L"	"EIF3L"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"301"
"A0A0D9R4K3"	"A0A0D9R4K3_CHLSB"	"unreviewed"	"Protein kinase domain-containing protein"	"PRPF4B"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1007"
"A0A0D9R4D3"	"A0A0D9R4D3_CHLSB"	"unreviewed"	"SERPIN domain-containing protein"	"SERPINB1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"391"
"A0A0D9R3W5"	"A0A0D9R3W5_CHLSB"	"unreviewed"	"Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 72)"	"PDIA4"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"645"
"A0A0D9R3I8"	"A0A0D9R3I8_CHLSB"	"unreviewed"	"Ubiquitin thioesterase (EC 3.4.19.12)"	"OTUB1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"280"
"A0A0D9R3S5"	"A0A0D9R3S5_CHLSB"	"unreviewed"	"Interleukin enhancer binding factor 3"	"ILF3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"706"
"A0A0D9R3Q2"	"A0A0D9R3Q2_CHLSB"	"unreviewed"	"Dynamin GTPase (EC 3.6.5.5)"	"DNM2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"880"
"A0A0D9S9S5"	"A0A0D9S9S5_CHLSB"	"unreviewed"	"Multifunctional methyltransferase subunit TRM112-like protein (tRNA methyltransferase 112 homolog)"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"125"
"A0A0D9R4W3"	"A0A0D9R4W3_CHLSB"	"unreviewed"	"Cathepsin L"	"CTSL"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"333"
