"Entry"	"Entry.name"	"Status"	"Protein.names"	"Gene.names"	"Organism"	"Length"
"O75083"	"WDR1_HUMAN"	"reviewed"	"WD repeat-containing protein 1 (Actin-interacting protein 1) (AIP1) (NORI-1)"	"WDR1"	"Homo sapiens (Human)"	"606"
"O60264"	"SMCA5_HUMAN"	"reviewed"	"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin A5) (EC 3.6.4.-) (Sucrose nonfermenting protein 2 homolog) (hSNF2H)"	"SMARCA5 SNF2H WCRF135"	"Homo sapiens (Human)"	"1052"
"O60884"	"DNJA2_HUMAN"	"reviewed"	"DnaJ homolog subfamily A member 2 (Cell cycle progression restoration gene 3 protein) (Dnj3) (Dj3) (HIRA-interacting protein 4) (Renal carcinoma antigen NY-REN-14)"	"DNAJA2 CPR3 HIRIP4"	"Homo sapiens (Human)"	"412"
"O43823"	"AKAP8_HUMAN"	"reviewed"	"A-kinase anchor protein 8 (AKAP-8) (A-kinase anchor protein 95 kDa) (AKAP 95)"	"AKAP8 AKAP95"	"Homo sapiens (Human)"	"692"
"O75153"	"CLU_HUMAN"	"reviewed"	"Clustered mitochondria protein homolog"	"CLUH KIAA0664"	"Homo sapiens (Human)"	"1309"
"O43852"	"CALU_HUMAN"	"reviewed"	"Calumenin (Crocalbin) (IEF SSP 9302)"	"CALU"	"Homo sapiens (Human)"	"315"
"O60763"	"USO1_HUMAN"	"reviewed"	"General vesicular transport factor p115 (Protein USO1 homolog) (Transcytosis-associated protein) (TAP) (Vesicle-docking protein)"	"USO1 VDP"	"Homo sapiens (Human)"	"962"
"O43776"	"SYNC_HUMAN"	"reviewed"	"Asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS) (Asparaginyl-tRNA synthetase 1)"	"NARS1 NARS NRS"	"Homo sapiens (Human)"	"548"
"O43747"	"AP1G1_HUMAN"	"reviewed"	"AP-1 complex subunit gamma-1 (Adaptor protein complex AP-1 subunit gamma-1) (Adaptor-related protein complex 1 subunit gamma-1) (Clathrin assembly protein complex 1 gamma-1 large chain) (Gamma1-adaptin) (Golgi adaptor HA1/AP1 adaptin subunit gamma-1)"	"AP1G1 ADTG CLAPG1"	"Homo sapiens (Human)"	"822"
"O60716"	"CTND1_HUMAN"	"reviewed"	"Catenin delta-1 (Cadherin-associated Src substrate) (CAS) (p120 catenin) (p120(ctn)) (p120(cas))"	"CTNND1 KIAA0384"	"Homo sapiens (Human)"	"968"
"O60306"	"AQR_HUMAN"	"reviewed"	"RNA helicase aquarius (EC 3.6.4.13) (Intron-binding protein of 160 kDa) (IBP160)"	"AQR KIAA0560"	"Homo sapiens (Human)"	"1485"
"O60488"	"ACSL4_HUMAN"	"reviewed"	"Long-chain-fatty-acid--CoA ligase 4 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 4) (LACS 4)"	"ACSL4 ACS4 FACL4 LACS4"	"Homo sapiens (Human)"	"711"
"O75251"	"NDUS7_HUMAN"	"reviewed"	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 7.1.1.2) (Complex I-20kD) (CI-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit) (PSST subunit)"	"NDUFS7"	"Homo sapiens (Human)"	"213"
"O43707"	"ACTN4_HUMAN"	"reviewed"	"Alpha-actinin-4 (Non-muscle alpha-actinin 4)"	"ACTN4"	"Homo sapiens (Human)"	"911"
"O75112"	"LDB3_HUMAN"	"reviewed"	"LIM domain-binding protein 3 (Protein cypher) (Z-band alternatively spliced PDZ-motif protein)"	"LDB3 KIAA0613 ZASP"	"Homo sapiens (Human)"	"727"
"O60506"	"HNRPQ_HUMAN"	"reviewed"	"Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Glycine- and tyrosine-rich RNA-binding protein) (GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein)"	"SYNCRIP HNRPQ NSAP1"	"Homo sapiens (Human)"	"623"
"O43678"	"NDUA2_HUMAN"	"reviewed"	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 (Complex I-B8) (CI-B8) (NADH-ubiquinone oxidoreductase B8 subunit)"	"NDUFA2"	"Homo sapiens (Human)"	"99"
"O43896"	"KIF1C_HUMAN"	"reviewed"	"Kinesin-like protein KIF1C"	"KIF1C KIAA0706"	"Homo sapiens (Human)"	"1103"
"O60333"	"KIF1B_HUMAN"	"reviewed"	"Kinesin-like protein KIF1B (Klp)"	"KIF1B KIAA0591 KIAA1448"	"Homo sapiens (Human)"	"1816"
"O43837"	"IDH3B_HUMAN"	"reviewed"	"Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial (Isocitric dehydrogenase subunit beta) (NAD(+)-specific ICDH subunit beta)"	"IDH3B"	"Homo sapiens (Human)"	"385"
"O43766"	"LIAS_HUMAN"	"reviewed"	"Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)"	"LIAS LAS HUSSY-01"	"Homo sapiens (Human)"	"372"
"O43660"	"PLRG1_HUMAN"	"reviewed"	"Pleiotropic regulator 1"	"PLRG1"	"Homo sapiens (Human)"	"514"
"O60437"	"PEPL_HUMAN"	"reviewed"	"Periplakin (190 kDa paraneoplastic pemphigus antigen) (195 kDa cornified envelope precursor protein)"	"PPL KIAA0568"	"Homo sapiens (Human)"	"1756"
"O43765"	"SGTA_HUMAN"	"reviewed"	"Small glutamine-rich tetratricopeptide repeat-containing protein alpha (Alpha-SGT) (Vpu-binding protein) (UBP)"	"SGTA SGT SGT1"	"Homo sapiens (Human)"	"313"
"O75306"	"NDUS2_HUMAN"	"reviewed"	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)"	"NDUFS2"	"Homo sapiens (Human)"	"463"
"O43772"	"MCAT_HUMAN"	"reviewed"	"Mitochondrial carnitine/acylcarnitine carrier protein (Carnitine/acylcarnitine translocase) (CAC) (Solute carrier family 25 member 20)"	"SLC25A20 CAC CACT"	"Homo sapiens (Human)"	"301"
"O60662"	"KLH41_HUMAN"	"reviewed"	"Kelch-like protein 41 (Kel-like protein 23) (Kelch repeat and BTB domain-containing protein 10) (Kelch-related protein 1) (Sarcosin)"	"KLHL41 KBTBD10 KRP1"	"Homo sapiens (Human)"	"606"
"Q99880"	"H2B1L_HUMAN"	"reviewed"	"Histone H2B type 1-L (Histone H2B.c) (H2B/c)"	"H2BC13 H2BFC HIST1H2BL"	"Homo sapiens (Human)"	"126"
"O60684"	"IMA7_HUMAN"	"reviewed"	"Importin subunit alpha-7 (Karyopherin subunit alpha-6)"	"KPNA6 IPOA7"	"Homo sapiens (Human)"	"536"
"O60664"	"PLIN3_HUMAN"	"reviewed"	"Perilipin-3 (47 kDa mannose 6-phosphate receptor-binding protein) (47 kDa MPR-binding protein) (Cargo selection protein TIP47) (Mannose-6-phosphate receptor-binding protein 1) (Placental protein 17) (PP17)"	"PLIN3 M6PRBP1 TIP47"	"Homo sapiens (Human)"	"434"
"O60828"	"PQBP1_HUMAN"	"reviewed"	"Polyglutamine-binding protein 1 (PQBP-1) (38 kDa nuclear protein containing a WW domain) (Npw38) (Polyglutamine tract-binding protein 1)"	"PQBP1 NPW38 JM26"	"Homo sapiens (Human)"	"265"
"O75127"	"PTCD1_HUMAN"	"reviewed"	"Pentatricopeptide repeat-containing protein 1, mitochondrial"	"PTCD1 KIAA0632"	"Homo sapiens (Human)"	"700"
"O60508"	"PRP17_HUMAN"	"reviewed"	"Pre-mRNA-processing factor 17 (Cell division cycle 40 homolog) (EH-binding protein 3) (Ehb3) (PRP17 homolog) (hPRP17)"	"CDC40 EHB3 PRP17 PRPF17"	"Homo sapiens (Human)"	"579"
"O43809"	"CPSF5_HUMAN"	"reviewed"	"Cleavage and polyadenylation specificity factor subunit 5 (Cleavage and polyadenylation specificity factor 25 kDa subunit) (CPSF 25 kDa subunit) (Cleavage factor Im complex 25 kDa subunit) (CFIm25) (Nucleoside diphosphate-linked moiety X motif 21) (Nudix motif 21) (Nudix hydrolase 21) (Pre-mRNA cleavage factor Im 68 kDa subunit)"	"NUDT21 CFIM25 CPSF25 CPSF5"	"Homo sapiens (Human)"	"227"
"O60841"	"IF2P_HUMAN"	"reviewed"	"Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2)"	"EIF5B IF2 KIAA0741"	"Homo sapiens (Human)"	"1220"
"O60869"	"EDF1_HUMAN"	"reviewed"	"Endothelial differentiation-related factor 1 (EDF-1) (Multiprotein-bridging factor 1) (MBF1)"	"EDF1"	"Homo sapiens (Human)"	"148"
"O43813"	"LANC1_HUMAN"	"reviewed"	"Glutathione S-transferase LANCL1 (EC 2.5.1.18) (40 kDa erythrocyte membrane protein) (p40) (LanC-like protein 1)"	"LANCL1 GPR69A"	"Homo sapiens (Human)"	"399"
"O60231"	"DHX16_HUMAN"	"reviewed"	"Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 (EC 3.6.4.13) (ATP-dependent RNA helicase #3) (DEAH-box protein 16)"	"DHX16 DBP2 DDX16 KIAA0577 PRP2"	"Homo sapiens (Human)"	"1041"
"O60573"	"IF4E2_HUMAN"	"reviewed"	"Eukaryotic translation initiation factor 4E type 2 (eIF-4E type 2) (eIF4E type 2) (Eukaryotic translation initiation factor 4E homologous protein) (Eukaryotic translation initiation factor 4E-like 3) (eIF4E-like protein 4E-LP) (mRNA cap-binding protein 4EHP) (h4EHP) (mRNA cap-binding protein type 3)"	"EIF4E2 EIF4EL3"	"Homo sapiens (Human)"	"245"
"O43716"	"GATC_HUMAN"	"reviewed"	"Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial (Glu-AdT subunit C) (EC 6.3.5.-) (Protein 15E1.2)"	"GATC 15E1.2"	"Homo sapiens (Human)"	"136"
"O60762"	"DPM1_HUMAN"	"reviewed"	"Dolichol-phosphate mannosyltransferase subunit 1 (EC 2.4.1.83) (Dolichol-phosphate mannose synthase subunit 1) (DPM synthase subunit 1) (Dolichyl-phosphate beta-D-mannosyltransferase subunit 1) (Mannose-P-dolichol synthase subunit 1) (MPD synthase subunit 1)"	"DPM1"	"Homo sapiens (Human)"	"260"
"O43633"	"CHM2A_HUMAN"	"reviewed"	"Charged multivesicular body protein 2a (Chromatin-modifying protein 2a) (CHMP2a) (Putative breast adenocarcinoma marker BC-2) (Vacuolar protein sorting-associated protein 2-1) (Vps2-1) (hVps2-1)"	"CHMP2A BC2 CHMP2"	"Homo sapiens (Human)"	"222"
"O75122"	"CLAP2_HUMAN"	"reviewed"	"CLIP-associating protein 2 (Cytoplasmic linker-associated protein 2) (Protein Orbit homolog 2) (hOrbit2)"	"CLASP2 KIAA0627"	"Homo sapiens (Human)"	"1294"
"O43684"	"BUB3_HUMAN"	"reviewed"	"Mitotic checkpoint protein BUB3"	"BUB3"	"Homo sapiens (Human)"	"328"
"O75964"	"ATP5L_HUMAN"	"reviewed"	"ATP synthase subunit g, mitochondrial (ATPase subunit g) (ATP synthase membrane subunit g)"	"ATP5MG ATP5L"	"Homo sapiens (Human)"	"103"
"O75947"	"ATP5H_HUMAN"	"reviewed"	"ATP synthase subunit d, mitochondrial (ATPase subunit d) (ATP synthase peripheral stalk subunit d)"	"ATP5PD ATP5H My032"	"Homo sapiens (Human)"	"161"
"O94826"	"TOM70_HUMAN"	"reviewed"	"Mitochondrial import receptor subunit TOM70 (Mitochondrial precursor proteins import receptor) (Translocase of outer membrane 70 kDa subunit) (Translocase of outer mitochondrial membrane protein 70)"	"TOMM70 KIAA0719 TOM70 TOMM70A"	"Homo sapiens (Human)"	"608"
"O75494"	"SRS10_HUMAN"	"reviewed"	"Serine/arginine-rich splicing factor 10 (40 kDa SR-repressor protein) (SRrp40) (FUS-interacting serine-arginine-rich protein 1) (Splicing factor SRp38) (Splicing factor, arginine/serine-rich 13A) (TLS-associated protein with Ser-Arg repeats) (TASR) (TLS-associated protein with SR repeats) (TLS-associated serine-arginine protein) (TLS-associated SR protein)"	"SRSF10 FUSIP1 FUSIP2 SFRS13A TASR"	"Homo sapiens (Human)"	"262"
"O75934"	"SPF27_HUMAN"	"reviewed"	"Pre-mRNA-splicing factor SPF27 (Breast carcinoma-amplified sequence 2) (DNA amplified in mammary carcinoma 1 protein) (Spliceosome-associated protein SPF 27)"	"BCAS2 DAM1"	"Homo sapiens (Human)"	"225"
"O95363"	"SYFM_HUMAN"	"reviewed"	"Phenylalanine--tRNA ligase, mitochondrial (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase) (PheRS)"	"FARS2 FARS1 HSPC320"	"Homo sapiens (Human)"	"451"
"O75390"	"CISY_HUMAN"	"reviewed"	"Citrate synthase, mitochondrial (EC 2.3.3.1) (Citrate (Si)-synthase)"	"CS"	"Homo sapiens (Human)"	"466"
"O75663"	"TIPRL_HUMAN"	"reviewed"	"TIP41-like protein (Putative MAPK-activating protein PM10) (Type 2A-interacting protein) (TIP)"	"TIPRL"	"Homo sapiens (Human)"	"272"
"O94979"	"SC31A_HUMAN"	"reviewed"	"Protein transport protein Sec31A (ABP125) (ABP130) (SEC31-like protein 1) (SEC31-related protein A) (Web1-like protein)"	"SEC31A KIAA0905 SEC31L1 HSPC275 HSPC334"	"Homo sapiens (Human)"	"1220"
"O75396"	"SC22B_HUMAN"	"reviewed"	"Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1)"	"SEC22B SEC22L1"	"Homo sapiens (Human)"	"215"
"O75643"	"U520_HUMAN"	"reviewed"	"U5 small nuclear ribonucleoprotein 200 kDa helicase (EC 3.6.4.13) (Activating signal cointegrator 1 complex subunit 3-like 1) (BRR2 homolog) (U5 snRNP-specific 200 kDa protein) (U5-200KD)"	"SNRNP200 ASCC3L1 HELIC2 KIAA0788"	"Homo sapiens (Human)"	"2136"
"O76031"	"CLPX_HUMAN"	"reviewed"	"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial"	"CLPX"	"Homo sapiens (Human)"	"633"
"O95163"	"ELP1_HUMAN"	"reviewed"	"Elongator complex protein 1 (ELP1) (IkappaB kinase complex-associated protein) (IKK complex-associated protein) (p150)"	"ELP1 IKAP IKBKAP"	"Homo sapiens (Human)"	"1332"
"O75822"	"EIF3J_HUMAN"	"reviewed"	"Eukaryotic translation initiation factor 3 subunit J (eIF3j) (Eukaryotic translation initiation factor 3 subunit 1) (eIF-3-alpha) (eIF3 p35)"	"EIF3J EIF3S1 PRO0391"	"Homo sapiens (Human)"	"258"
"O75909"	"CCNK_HUMAN"	"reviewed"	"Cyclin-K"	"CCNK CPR4"	"Homo sapiens (Human)"	"580"
"O95081"	"AGFG2_HUMAN"	"reviewed"	"Arf-GAP domain and FG repeat-containing protein 2 (HIV-1 Rev-binding protein-like protein) (Rev/Rex activation domain-binding protein related) (RAB-R)"	"AGFG2 HRBL RABR"	"Homo sapiens (Human)"	"481"
"O94874"	"UFL1_HUMAN"	"reviewed"	"E3 UFM1-protein ligase 1 (EC 2.3.2.-) (E3 UFM1-protein transferase 1) (Multiple alpha-helix protein located at ER) (Novel LZAP-binding protein) (Regulator of C53/LZAP and DDRGK1)"	"UFL1 KIAA0776 MAXER NLBP RCAD"	"Homo sapiens (Human)"	"794"
"O75347"	"TBCA_HUMAN"	"reviewed"	"Tubulin-specific chaperone A (TCP1-chaperonin cofactor A) (Tubulin-folding cofactor A) (CFA)"	"TBCA"	"Homo sapiens (Human)"	"108"
"O75534"	"CSDE1_HUMAN"	"reviewed"	"Cold shock domain-containing protein E1 (N-ras upstream gene protein) (Protein UNR)"	"CSDE1 D1S155E KIAA0885 NRU UNR"	"Homo sapiens (Human)"	"798"
"O75414"	"NDK6_HUMAN"	"reviewed"	"Nucleoside diphosphate kinase 6 (NDK 6) (NDP kinase 6) (EC 2.7.4.6) (Inhibitor of p53-induced apoptosis-alpha) (IPIA-alpha) (nm23-H6)"	"NME6"	"Homo sapiens (Human)"	"186"
"O94925"	"GLSK_HUMAN"	"reviewed"	"Glutaminase kidney isoform, mitochondrial (GLS) (EC 3.5.1.2) (K-glutaminase) (L-glutamine amidohydrolase) [Cleaved into: Glutaminase kidney isoform, mitochondrial 68 kDa chain; Glutaminase kidney isoform, mitochondrial 65 kDa chain]"	"GLS GLS1 KIAA0838"	"Homo sapiens (Human)"	"669"
"O75439"	"MPPB_HUMAN"	"reviewed"	"Mitochondrial-processing peptidase subunit beta (EC 3.4.24.64) (Beta-MPP) (P-52)"	"PMPCB MPPB"	"Homo sapiens (Human)"	"489"
"O75569"	"PRKRA_HUMAN"	"reviewed"	"Interferon-inducible double-stranded RNA-dependent protein kinase activator A (PKR-associated protein X) (PKR-associating protein X) (Protein activator of the interferon-induced protein kinase) (Protein kinase, interferon-inducible double-stranded RNA-dependent activator)"	"PRKRA PACT RAX HSD-14 HSD14"	"Homo sapiens (Human)"	"313"
"O75592"	"MYCB2_HUMAN"	"reviewed"	"E3 ubiquitin-protein ligase MYCBP2 (EC 2.3.2.33) (Myc-binding protein 2) (Protein associated with Myc)"	"MYCBP2 KIAA0916 PAM"	"Homo sapiens (Human)"	"4678"
"O95202"	"LETM1_HUMAN"	"reviewed"	"Mitochondrial proton/calcium exchanger protein (Leucine zipper-EF-hand-containing transmembrane protein 1)"	"LETM1"	"Homo sapiens (Human)"	"739"
"O95340"	"PAPS2_HUMAN"	"reviewed"	"Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2 (PAPS synthase 2) (PAPSS 2) (Sulfurylase kinase 2) (SK 2) (SK2) [Includes: Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (EC 2.7.1.25) (3'-phosphoadenosine-5'-phosphosulfate synthase) (APS kinase) (Adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenylylsulfate 3'-phosphotransferase)]"	"PAPSS2 ATPSK2"	"Homo sapiens (Human)"	"614"
"O60361"	"NDK8_HUMAN"	"reviewed"	"Putative nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6)"	"NME2P1"	"Homo sapiens (Human)"	"137"
"O75489"	"NDUS3_HUMAN"	"reviewed"	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (EC 7.1.1.2) (Complex I-30kD) (CI-30kD) (NADH-ubiquinone oxidoreductase 30 kDa subunit)"	"NDUFS3"	"Homo sapiens (Human)"	"264"
"O94903"	"PLPHP_HUMAN"	"reviewed"	"Pyridoxal phosphate homeostasis protein (PLP homeostasis protein) (Proline synthase co-transcribed bacterial homolog protein) (Pyridoxal phosphate-binding protein)"	"PLPBP PROSC"	"Homo sapiens (Human)"	"275"
"O75400"	"PR40A_HUMAN"	"reviewed"	"Pre-mRNA-processing factor 40 homolog A (Fas ligand-associated factor 1) (Formin-binding protein 11) (Formin-binding protein 3) (Huntingtin yeast partner A) (Huntingtin-interacting protein 10) (HIP-10) (Huntingtin-interacting protein A) (Renal carcinoma antigen NY-REN-6)"	"PRPF40A FBP11 FLAF1 FNBP3 HIP10 HYPA HSPC225"	"Homo sapiens (Human)"	"957"
"O75340"	"PDCD6_HUMAN"	"reviewed"	"Programmed cell death protein 6 (Apoptosis-linked gene 2 protein homolog) (ALG-2)"	"PDCD6 ALG2"	"Homo sapiens (Human)"	"191"
"O75367"	"H2AY_HUMAN"	"reviewed"	"Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (Histone H2A.y) (H2A/y) (Medulloblastoma antigen MU-MB-50.205)"	"MACROH2A1 H2AFY"	"Homo sapiens (Human)"	"372"
"O75648"	"MTU1_HUMAN"	"reviewed"	"Mitochondrial tRNA-specific 2-thiouridylase 1 (EC 2.8.1.14) (MTO2 homolog)"	"TRMU MTU1 TRMT1"	"Homo sapiens (Human)"	"421"
"O75323"	"NIPS2_HUMAN"	"reviewed"	"Protein NipSnap homolog 2 (NipSnap2) (Glioblastoma-amplified sequence)"	"NIPSNAP2 GBAS"	"Homo sapiens (Human)"	"286"
"O95073"	"FSBP_HUMAN"	"reviewed"	"Fibrinogen silencer-binding protein"	"FSBP"	"Homo sapiens (Human)"	"299"
"O95232"	"LC7L3_HUMAN"	"reviewed"	"Luc7-like protein 3 (Cisplatin resistance-associated-overexpressed protein) (Luc7A) (Okadaic acid-inducible phosphoprotein OA48-18) (cAMP regulatory element-associated protein 1) (CRE-associated protein 1) (CREAP-1)"	"LUC7L3 CREAP1 CROP O48"	"Homo sapiens (Human)"	"432"
"O95347"	"SMC2_HUMAN"	"reviewed"	"Structural maintenance of chromosomes protein 2 (SMC protein 2) (SMC-2) (Chromosome-associated protein E) (hCAP-E) (XCAP-E homolog)"	"SMC2 CAPE SMC2L1 PRO0324"	"Homo sapiens (Human)"	"1197"
"O75533"	"SF3B1_HUMAN"	"reviewed"	"Splicing factor 3B subunit 1 (Pre-mRNA-splicing factor SF3b 155 kDa subunit) (SF3b155) (Spliceosome-associated protein 155) (SAP 155)"	"SF3B1 SAP155"	"Homo sapiens (Human)"	"1304"
"O76094"	"SRP72_HUMAN"	"reviewed"	"Signal recognition particle subunit SRP72 (SRP72) (Signal recognition particle 72 kDa protein)"	"SRP72"	"Homo sapiens (Human)"	"671"
"O94906"	"PRP6_HUMAN"	"reviewed"	"Pre-mRNA-processing factor 6 (Androgen receptor N-terminal domain-transactivating protein 1) (ANT-1) (PRP6 homolog) (U5 snRNP-associated 102 kDa protein) (U5-102 kDa protein)"	"PRPF6 C20orf14"	"Homo sapiens (Human)"	"941"
"O75521"	"ECI2_HUMAN"	"reviewed"	"Enoyl-CoA delta isomerase 2 (EC 5.3.3.8) (DRS-1) (Delta(3),delta(2)-enoyl-CoA isomerase) (D3,D2-enoyl-CoA isomerase) (Diazepam-binding inhibitor-related protein 1) (DBI-related protein 1) (Dodecenoyl-CoA isomerase) (Hepatocellular carcinoma-associated antigen 88) (Peroxisomal 3,2-trans-enoyl-CoA isomerase) (pECI) (Renal carcinoma antigen NY-REN-1)"	"ECI2 DRS1 HCA88 PECI"	"Homo sapiens (Human)"	"394"
"O75600"	"KBL_HUMAN"	"reviewed"	"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial (AKB ligase) (EC 2.3.1.29) (Aminoacetone synthase) (Glycine acetyltransferase)"	"GCAT KBL"	"Homo sapiens (Human)"	"419"
"O75844"	"FACE1_HUMAN"	"reviewed"	"CAAX prenyl protease 1 homolog (EC 3.4.24.84) (Farnesylated proteins-converting enzyme 1) (FACE-1) (Prenyl protein-specific endoprotease 1) (Zinc metalloproteinase Ste24 homolog)"	"ZMPSTE24 FACE1 STE24"	"Homo sapiens (Human)"	"475"
"O75874"	"IDHC_HUMAN"	"reviewed"	"Isocitrate dehydrogenase [NADP] cytoplasmic (IDH) (EC 1.1.1.42) (Cytosolic NADP-isocitrate dehydrogenase) (IDP) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)"	"IDH1 PICD"	"Homo sapiens (Human)"	"414"
"O75369"	"FLNB_HUMAN"	"reviewed"	"Filamin-B (FLN-B) (ABP-278) (ABP-280 homolog) (Actin-binding-like protein) (Beta-filamin) (Filamin homolog 1) (Fh1) (Filamin-3) (Thyroid autoantigen) (Truncated actin-binding protein) (Truncated ABP)"	"FLNB FLN1L FLN3 TABP TAP"	"Homo sapiens (Human)"	"2602"
"O94905"	"ERLN2_HUMAN"	"reviewed"	"Erlin-2 (Endoplasmic reticulum lipid raft-associated protein 2) (Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 2) (SPFH domain-containing protein 2)"	"ERLIN2 C8orf2 SPFH2 UNQ2441/PRO5003/PRO9924"	"Homo sapiens (Human)"	"339"
"O76003"	"GLRX3_HUMAN"	"reviewed"	"Glutaredoxin-3 (PKC-interacting cousin of thioredoxin) (PICOT) (PKC-theta-interacting protein) (PKCq-interacting protein) (Thioredoxin-like protein 2)"	"GLRX3 PICOT TXNL2 HUSSY-22"	"Homo sapiens (Human)"	"335"
"O75937"	"DNJC8_HUMAN"	"reviewed"	"DnaJ homolog subfamily C member 8 (Splicing protein spf31)"	"DNAJC8 SPF31 HSPC315 HSPC331"	"Homo sapiens (Human)"	"253"
"O75879"	"GATB_HUMAN"	"reviewed"	"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial (Glu-AdT subunit B) (EC 6.3.5.-) (Cytochrome c oxidase assembly factor PET112 homolog)"	"GATB PET112 PET112L HSPC199"	"Homo sapiens (Human)"	"557"
"O75616"	"ERAL1_HUMAN"	"reviewed"	"GTPase Era, mitochondrial (H-ERA) (hERA) (Conserved ERA-like GTPase) (CEGA) (ERA-W) (ERA-like protein 1)"	"ERAL1 HERA"	"Homo sapiens (Human)"	"437"
"O75821"	"EIF3G_HUMAN"	"reviewed"	"Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Eukaryotic translation initiation factor 3 subunit 4) (eIF-3-delta) (eIF3 p42) (eIF3 p44)"	"EIF3G EIF3S4"	"Homo sapiens (Human)"	"320"
"P00918"	"CAH2_HUMAN"	"reviewed"	"Carbonic anhydrase 2 (EC 4.2.1.1) (Carbonate dehydratase II) (Carbonic anhydrase C) (CAC) (Carbonic anhydrase II) (CA-II)"	"CA2"	"Homo sapiens (Human)"	"260"
"O95433"	"AHSA1_HUMAN"	"reviewed"	"Activator of 90 kDa heat shock protein ATPase homolog 1 (AHA1) (p38)"	"AHSA1 C14orf3 HSPC322"	"Homo sapiens (Human)"	"338"
"O95793"	"STAU1_HUMAN"	"reviewed"	"Double-stranded RNA-binding protein Staufen homolog 1"	"STAU1 STAU"	"Homo sapiens (Human)"	"577"
"O95985"	"TOP3B_HUMAN"	"reviewed"	"DNA topoisomerase 3-beta-1 (EC 5.6.2.1) (DNA topoisomerase III beta-1)"	"TOP3B TOP3B1"	"Homo sapiens (Human)"	"862"
"P02585"	"TNNC2_HUMAN"	"reviewed"	"Troponin C, skeletal muscle"	"TNNC2"	"Homo sapiens (Human)"	"160"
"O95758"	"PTBP3_HUMAN"	"reviewed"	"Polypyrimidine tract-binding protein 3 (Regulator of differentiation 1) (Rod1)"	"PTBP3 ROD1"	"Homo sapiens (Human)"	"552"
"O95486"	"SC24A_HUMAN"	"reviewed"	"Protein transport protein Sec24A (SEC24-related protein A)"	"SEC24A"	"Homo sapiens (Human)"	"1093"
"P01282"	"VIP_HUMAN"	"reviewed"	"VIP peptides [Cleaved into: Intestinal peptide PHV-42 (Peptide histidine valine 42); Intestinal peptide PHM-27 (Peptide histidine methioninamide 27); Vasoactive intestinal peptide (VIP) (Vasoactive intestinal polypeptide)]"	"VIP"	"Homo sapiens (Human)"	"170"
"O95429"	"BAG4_HUMAN"	"reviewed"	"BAG family molecular chaperone regulator 4 (BAG-4) (Bcl-2-associated athanogene 4) (Silencer of death domains)"	"BAG4 SODD"	"Homo sapiens (Human)"	"457"
"O95994"	"AGR2_HUMAN"	"reviewed"	"Anterior gradient protein 2 homolog (AG-2) (hAG-2) (HPC8) (Secreted cement gland protein XAG-2 homolog)"	"AGR2 AG2 UNQ515/PRO1030"	"Homo sapiens (Human)"	"175"
